location,sub_product,infousa_industry,infousa_size,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Paris, France",Managed DC Services,"Finance, Insurance, and Real Estate",10-49 Emp,86.77648717,102.2776442,120.4251521,141.9404777,170.572873,190.3846631,226.0368186,265.7921171,313.8292758,369.5871721,424.5764773,493.2768723,571.8361276
"Paris, France",Managed DC Services,Manufacturing,10-49 Emp,68.13272609,75.92147231,84.51451693,94.17824153,107.0001739,112.9111118,126.7401202,140.898779,157.2855381,175.1226948,190.2005097,208.9184069,228.9748305
"Paris, France",Managed DC Services,Nonclassified Establishments,10-49 Emp,51.50761493,58.40273571,66.15349259,75.01099678,86.71849621,93.11439661,106.3523668,120.3076294,136.655661,154.8225304,171.1024788,191.2380142,213.2741212
"Paris, France",Managed DC Services,Public Administration,10-49 Emp,45.01018574,51.32272938,58.46103772,66.6616206,77.4996708,83.68394428,96.11909128,109.3434707,124.9005933,142.3010892,158.1494016,177.7553438,199.3534657
"Paris, France",Managed DC Services,Wholesale & retail trade,10-49 Emp,78.89732884,89.64948003,101.763301,115.6344578,133.9670805,144.1542033,164.9992073,187.0476207,212.9173566,241.7364378,267.7246627,299.8682092,335.1339952
"Paris, France",Managed DC Services,Services,10-49 Emp,79.45258225,92.11565021,106.6882677,123.6950947,146.2187051,160.5357213,187.4846275,216.8579406,251.8682599,291.7720123,329.7079549,376.8000956,429.6735252
"Paris, France",Managed DC Services,Transportation and Public Utilities,10-49 Emp,81.34926106,93.86263839,108.1906523,124.8358414,146.8599882,160.4670907,186.506383,214.6926142,248.1583866,286.0967246,321.7454548,365.938193,415.2877013
"Paris, France",Managed DC Services,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,924.1760785,1048.157491,1187.678369,1347.30838,1558.453138,1674.493047,1914.006431,2167.030252,2463.891036,2794.455708,3090.338223,3456.293228,3857.102314
"Paris, France",Managed DC Services,Construction,50-249 Emp,1183.288875,1342.273131,1521.230579,1726.031074,1996.936705,2146.082465,2453.592892,2778.584983,3159.97277,3584.806597,3965.217431,4435.719418,4951.162032
"Paris, France",Managed DC Services,"Finance, Insurance, and Real Estate",50-249 Emp,3144.17651,3738.186387,4440.08952,5279.517053,6400.746892,7207.837192,8634.243621,10244.22996,12205.14703,14504.38236,16810.91436,19705.12595,23046.93127
"Paris, France",Managed DC Services,Manufacturing,50-249 Emp,1221.556101,1357.228984,1506.551644,1674.177186,1897.002746,1996.585328,2235.46919,2479.142215,2760.956011,3067.093758,3322.507427,3639.993873,3979.06796
"Paris, France",Managed DC Services,Nonclassified Establishments,50-249 Emp,1316.414078,1490.825586,1686.762522,1910.597364,2206.658935,2367.316495,2701.718293,3054.059585,3466.9058,3925.707411,4334.691003,4840.543696,5393.567985
"Paris, France",Managed DC Services,Public Administration,50-249 Emp,4283.069839,4860.661998,5510.788576,6254.682924,7238.233206,7780.359379,8896.392599,10075.49343,11458.55973,12998.37797,14380.52619,16090.00493,17963.19519
"Paris, France",Managed DC Services,Wholesale & retail trade,50-249 Emp,1272.901475,1449.822646,1649.848572,1879.653147,2183.62677,2356.407396,2705.210779,3076.249848,3513.056772,4001.989611,4444.949315,4992.906732,5596.108233
"Paris, France",Managed DC Services,Services,50-249 Emp,1901.597112,2200.549261,2544.077706,2944.499343,3474.856078,3808.99577,4441.603576,5129.978858,5949.918103,6883.511639,7766.083579,8861.145202,10088.4317
"Paris, France",Managed DC Services,Transportation and Public Utilities,50-249 Emp,1800.745351,2074.34286,2387.286355,2750.55044,3231.383922,3526.270828,4093.629436,4707.152475,5435.485172,6260.845314,7032.007587,7987.69496,9053.356536
"Paris, France",Managed DC Services,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,27782.38743,30416.02118,33266.67901,36423.82494,40662.38923,42163.36278,46507.14113,50808.53417,55739.00132,60991.72769,65092.4628,70256.45874,75663.7426
"Paris, France",Managed DC Services,Construction,250+ Emp,39444.53394,43078.78572,47003.85337,51344.22026,57187.32629,59164.57759,65115.50202,70983.61026,77706.18128,84851.67719,90352.32565,97300.26526,104552.5729
"Paris, France",Managed DC Services,"Finance, Insurance, and Real Estate",250+ Emp,144270.3671,166007.6713,190830.8672,219600.5106,257658.4959,280792.6363,325509.8233,373740.49,430900.2124,495527.1752,555809.5681,630493.1098,713642.4619
"Paris, France",Managed DC Services,Manufacturing,250+ Emp,30733.99286,32857.64159,35095.17047,37527.23623,40916.27492,41438.06633,44644.05667,47640.79516,51052.64519,54571.38453,56883.36151,59965.48044,63075.89101
"Paris, France",Managed DC Services,Nonclassified Establishments,250+ Emp,60701.13426,66220.72241,72171.47758,78742.03377,87594.95971,90507.95601,99480.17184,108297.6226,118387.7468,129087.3535,137280.3959,147648.5317,158451.2807
"Paris, France",Managed DC Services,Public Administration,250+ Emp,213782.2098,233689.3487,255205.4408,279009.7141,311020.6098,322035.0246,354705.6251,386967.5258,423931.0272,463248.2099,493679.0748,532073.3086,572195.2374
"Paris, France",Managed DC Services,Wholesale & retail trade,250+ Emp,41923.23395,45863.42272,50126.47112,54846.83968,61190.22519,63410.6492,69903.52505,76327.88387,83692.68203,91536.76931,97632.19716,105314.0536,113351.0658
"Paris, France",Managed DC Services,Services,250+ Emp,87232.50782,97151.3579,108095.2828,120405.5956,136751.062,144265.4984,161900.7647,179961.8272,200876.7623,223655.9309,242844.9925,266669.6986,292189.2269
"Paris, France",Managed DC Services,Transportation and Public Utilities,250+ Emp,96059.96949,105948.1143,116747.6199,128795.752,144882.4423,151388.9879,168284.4534,185291.4079,204880.6,225976.9927,243029.8359,264332.6114,286871.8348
"Paris, France",Hosting Servers,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,29.05202245,29.29392033,29.52656757,29.56056554,30.8400525,29.61261788,30.02240957,30.40098183,30.75469835,31.07317347,30.95995614,31.07143861,31.16457954
"Paris, France",Hosting Servers,Construction,1-9 Emp,31.45247929,31.71098686,31.95942472,31.99281369,33.37401808,32.04231329,32.48226152,32.88834043,33.26744443,33.60834914,33.48232289,33.59930376,33.69642765
"Paris, France",Hosting Servers,"Finance, Insurance, and Real Estate",1-9 Emp,52.82990767,53.62091713,54.40286748,54.8242218,57.57375815,55.64611245,56.78726469,57.88142507,58.93972414,59.94128922,60.11590106,60.72939299,61.31227132
"Paris, France",Hosting Servers,Manufacturing,1-9 Emp,41.95146557,42.03346065,42.09946047,41.88140558,43.4177775,41.42593096,41.73332976,41.99195935,42.21142932,42.37827451,41.95666741,41.8412835,41.70113704
"Paris, France",Hosting Servers,Nonclassified Establishments,1-9 Emp,22.67467977,22.81787347,22.9531003,22.93346563,23.87802814,22.88149502,23.15129168,23.39576352,23.61994397,23.81598932,23.68141243,23.71880877,23.74198527
"Paris, France",Hosting Servers,Public Administration,1-9 Emp,18.78846072,18.86406389,18.9326493,18.87337457,19.60595725,18.74492011,18.92273511,19.0789852,19.21790983,19.33325716,19.18022061,19.16674946,19.14177554
"Paris, France",Hosting Servers,Wholesale & retail trade,1-9 Emp,37.13465986,37.49354499,37.84143209,37.93521841,39.62961605,38.10273202,38.68112223,39.22066761,39.72943033,40.19385009,40.10041639,40.29808918,40.47239552
"Paris, France",Hosting Servers,Services,1-9 Emp,50.83723343,51.59120483,52.3363386,52.73450478,55.37179017,53.51076287,54.60096662,55.64580168,56.65599035,57.61148971,57.77164272,58.35346184,58.90571345
"Paris, France",Hosting Servers,Transportation and Public Utilities,1-9 Emp,48.15026928,48.59893438,49.0331282,49.13797421,51.31543034,49.32175383,50.05374544,50.73509245,51.37627503,51.95980708,51.82163348,52.05961649,52.26725786
"Paris, France",Hosting Servers,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,235.3745478,240.0840085,244.7927621,247.9108186,261.6328307,254.1239409,260.6172922,266.9509378,273.1735989,279.1859287,281.3843218,285.66206,289.8305208
"Paris, France",Hosting Servers,Construction,10-49 Emp,258.6847138,263.8462793,269.0065079,272.4182298,287.4811679,279.215302,286.3342735,293.2770175,300.0970856,306.6853652,309.0835529,313.7653901,318.3266976
"Paris, France",Hosting Servers,"Finance, Insurance, and Real Estate",10-49 Emp,367.757394,377.7594762,387.8831611,395.5925028,420.4312921,411.243071,424.7236647,438.1117509,451.4840318,464.6729754,471.6328048,482.1774464,492.6615462
"Paris, France",Hosting Servers,Manufacturing,10-49 Emp,333.3320169,337.4222769,341.4303141,343.1562956,359.4030169,346.4400134,352.5970545,358.4263168,363.9989656,369.188307,369.2727788,372.0428386,374.6083809
"Paris, France",Hosting Servers,Nonclassified Establishments,10-49 Emp,257.8205908,262.9649144,268.1079055,271.5082308,286.5208518,278.2825976,285.3777886,292.2973408,299.0946267,305.6608985,308.0510752,312.717273,317.2633436
"Paris, France",Hosting Servers,Public Administration,10-49 Emp,148.9275847,150.9858928,153.0133068,154.0222977,161.5614896,155.9727325,158.9878065,161.863725,164.6320152,167.2347733,167.5291737,169.0443285,170.4706623
"Paris, France",Hosting Servers,Wholesale & retail trade,10-49 Emp,285.2862401,291.080426,296.8771583,300.7475761,317.4880203,308.4673002,316.442807,324.2290337,331.8850027,339.2898621,342.0626858,347.3656077,352.5387162
"Paris, France",Hosting Servers,Services,10-49 Emp,376.6457918,386.5280667,396.5158516,404.0188617,428.9854689,419.2181753,432.5555911,445.7735877,458.9504355,471.9160713,478.5367747,488.7785811,498.9395142
"Paris, France",Hosting Servers,Transportation and Public Utilities,10-49 Emp,361.8098634,369.4843511,377.1753489,382.4301464,404.0738938,392.9398244,403.4554677,413.7478409,423.8917129,433.7321747,437.6630901,444.8406869,451.8642351
"Paris, France",Hosting Servers,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,1476.387265,1568.446574,1665.675111,1757.081263,1931.579393,1954.380244,2087.992643,2228.119223,2375.449554,2529.411503,2655.636668,2808.433349,2968.236298
"Paris, France",Hosting Servers,Construction,50-249 Emp,1543.424462,1638.787572,1739.449989,1833.931476,2014.996643,2037.709385,2175.877731,2320.690502,2472.856031,2631.768513,2761.647923,2919.007641,3083.47931
"Paris, France",Hosting Servers,"Finance, Insurance, and Real Estate",50-249 Emp,3791.281776,4063.927567,4354.698071,4635.02579,5141.222743,5248.768607,5658.127837,6092.261418,6553.647532,7041.330596,7459.30368,7959.543107,8488.22485
"Paris, France",Hosting Servers,Manufacturing,50-249 Emp,1706.789529,1800.679933,1899.074629,1989.419297,2171.838695,2182.239194,2315.252043,2453.474127,2597.528468,2746.64875,2863.719709,3007.48999,3156.579692
"Paris, France",Hosting Servers,Nonclassified Establishments,50-249 Emp,1800.768341,1914.58184,2034.879298,2148.235271,2363.424137,2393.176496,2558.754562,2732.558808,2915.450964,3106.745332,3264.309536,3454.80318,3654.215649
"Paris, France",Hosting Servers,Public Administration,50-249 Emp,3952.203876,4183.461416,4426.6455,4652.49716,5095.749381,5136.853608,5467.655148,5812.808276,6173.908717,6549.257983,6850.683174,7218.084562,7600.618487
"Paris, France",Hosting Servers,Wholesale & retail trade,50-249 Emp,1422.339309,1509.839813,1602.181802,1688.790868,1855.074353,1875.533377,2002.229931,2134.985711,2274.449321,2420.06049,2538.881777,2682.903385,2833.390762
"Paris, France",Hosting Servers,Services,50-249 Emp,2497.062454,2667.756036,2849.148009,3022.497399,3341.465962,3400.047013,3653.06305,3920.305536,4203.214026,4501.013083,4752.375402,5054.259092,5372.088371
"Paris, France",Hosting Servers,Transportation and Public Utilities,50-249 Emp,2238.972346,2382.54505,2534.444643,2677.957241,2948.775923,2988.503824,3198.065631,3418.287519,3650.276971,3893.206266,4094.22852,4336.936291,4591.270613
"Paris, France",Hosting Servers,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,17341.9353,18917.71781,20629.54472,22345.50614,25223.69209,26206.05924,28748.62469,31500.75465,34484.33156,37704.0564,40647.52028,44139.39073,47902.42476
"Paris, France",Hosting Servers,Construction,250+ Emp,19347.38985,21115.28128,23037.00626,24965.47507,28195.28701,29308.44657,32168.91223,35267.40391,38628.92256,42259.28389,45581.78852,49522.99345,53772.63266
"Paris, France",Hosting Servers,"Finance, Insurance, and Real Estate",250+ Emp,60933.30294,67321.52881,74354.35309,81572.155,93260.7338,98137.22332,109042.157,121017.1899,134183.8011,148601.0741,162259.3702,178461.2459,196162.9306
"Paris, France",Hosting Servers,Manufacturing,250+ Emp,15391.30658,16708.09289,18131.25038,19543.75599,21953.61044,22697.50931,24778.35434,27018.10894,29432.97076,32024.20385,34356.06932,37125.72101,40094.53754
"Paris, France",Hosting Servers,Nonclassified Establishments,250+ Emp,30066.62493,32840.04644,35856.47308,38887.14312,43949.85356,45717.07678,50213.07291,55085.68052,60374.37669,66088.6796,71334.7333,77557.0544,84271.448
"Paris, France",Hosting Servers,Public Administration,250+ Emp,73830.47862,80270.90184,87242.53582,94183.76028,105959.4336,109717.4685,119958.814,131001.1227,142926.5062,155744.9176,167341.2233,181108.2746,195890.1201
"Paris, France",Hosting Servers,Wholesale & retail trade,250+ Emp,17817.5523,19487.59767,21306.93709,23140.14733,26189.77918,27281.91538,30008.40143,32968.71896,36187.69485,39672.3413,42882.85889,46690.22084,50805.06492
"Paris, France",Hosting Servers,Services,250+ Emp,40246.5839,44270.96343,48680.9439,53171.50944,60522.54848,63405.99473,70140.03889,77497.9962,85548.4522,94319.06265,102533.4214,112273.6185,122865.1956
"Paris, France",Hosting Servers,Transportation and Public Utilities,250+ Emp,41578.83459,45523.56095,49824.98463,54167.03589,61367.4615,63990.14835,70454.31909,77479.69416,85126.02821,93411.3115,101071.1713,110154.2926,119981.5417
"Paris, France",Storage,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,1.484824447,1.575227547,1.669545227,1.742081254,1.927100172,1.94585765,2.081750862,2.191654243,2.311405008,2.430865477,2.54608659,2.665522458,2.785007016
"Paris, France",Storage,Construction,1-9 Emp,1.992391459,2.113617285,2.240086216,2.337321445,2.585459961,2.610526354,2.792731979,2.940058918,3.100584208,3.260707885,3.41513304,3.575199597,3.735319284
"Paris, France",Storage,"Finance, Insurance, and Real Estate",1-9 Emp,3.500818451,3.810314195,4.14327677,4.435552103,5.034105853,5.215226188,5.724533739,6.183550939,6.691165012,7.220240356,7.75903885,8.334146504,8.934064959
"Paris, France",Storage,Manufacturing,1-9 Emp,2.374682836,2.492908497,2.614545244,2.699626696,2.955148657,2.952760686,3.126010888,3.256722341,3.398866569,3.537290926,3.66627615,3.798188375,3.927015341
"Paris, France",Storage,Nonclassified Establishments,1-9 Emp,1.167212761,1.238976391,1.313900793,1.371757319,1.518299675,1.53394025,1.641988599,1.72964617,1.825176892,1.92058423,2.012749699,2.108351975,2.204099678
"Paris, France",Storage,Public Administration,1-9 Emp,1.77010573,1.883228316,2.001674072,2.09458987,2.323647341,2.352947542,2.524440295,2.665283932,2.818918366,2.973050612,3.122840472,3.278643742,3.435369294
"Paris, France",Storage,Wholesale & retail trade,1-9 Emp,2.846510369,3.028129249,3.21828018,3.367361365,3.735273144,3.782047701,4.057361029,4.283383981,4.529937272,4.777265061,5.017523823,5.267402201,5.518719107
"Paris, France",Storage,Services,1-9 Emp,3.076704725,3.317965955,3.574743322,3.791693808,4.263707934,4.376356152,4.759363864,5.093436413,5.460516449,5.837643187,6.215387704,6.614481945,7.025192314
"Paris, France",Storage,Transportation and Public Utilities,1-9 Emp,3.058188585,3.281077862,3.516863978,3.711162697,4.151739918,4.23956441,4.586942609,4.883723127,5.208822329,5.539989985,5.868208626,6.212966961,6.564887891
"Paris, France",Storage,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,19.69776929,21.28235154,22.97252124,24.41253174,27.50314921,28.2828196,30.81581615,33.04075989,35.48843784,38.01057035,40.54619759,43.23075412,46.00131659
"Paris, France",Storage,Construction,10-49 Emp,26.95159613,29.11634037,31.42502041,33.39100259,37.61393717,38.67575538,42.13466132,45.17161224,48.51233502,51.95405072,55.41341196,59.07548589,62.8542262
"Paris, France",Storage,"Finance, Insurance, and Real Estate",10-49 Emp,40.95825429,45.47477061,50.44127773,55.08289423,63.76947894,67.38754887,75.44963513,83.13042664,91.75365601,100.9874474,110.6979693,121.2854897,132.621156
"Paris, France",Storage,Manufacturing,10-49 Emp,32.15845227,34.32080434,36.59369461,38.41228755,42.74639829,43.4209738,46.73156043,49.49329731,52.51011828,55.55462916,58.53636523,61.64930479,64.79856472
"Paris, France",Storage,Nonclassified Establishments,10-49 Emp,24.31144725,26.26413551,28.34665978,30.12005649,33.92931702,34.88712069,38.00719598,40.74665051,43.76011974,46.86468874,49.98517473,53.2885159,56.69709495
"Paris, France",Storage,Public Administration,10-49 Emp,21.24467921,23.04174314,24.96703485,26.63383555,30.12075857,31.09343987,34.00809687,36.60338659,39.46578192,42.43271326,45.43694631,48.63113461,51.94627851
"Paris, France",Storage,Wholesale & retail trade,10-49 Emp,37.23931404,40.2905158,43.55023615,46.34398347,52.28314461,53.83946855,58.74224897,63.07043195,67.83621271,72.75755195,77.71817776,82.97821217,88.41792297
"Paris, France",Storage,Services,10-49 Emp,37.50139207,41.15362066,45.11855625,48.698709,55.72436742,58.20275207,64.40989428,70.1434356,76.52123741,83.24488981,90.19063066,97.67022713,105.5596017
"Paris, France",Storage,Transportation and Public Utilities,10-49 Emp,38.39661905,41.99330164,45.88318334,49.35625178,56.28546334,58.58966225,64.61843507,70.13216712,76.24977831,82.66859554,89.26285558,96.33806647,103.7671399
"Paris, France",Storage,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,436.2084715,471.3284857,508.8160443,540.7969996,609.3890895,626.826651,683.1763944,732.7667976,787.3749459,843.7244727,900.2427614,960.0979949,1021.894963
"Paris, France",Storage,Construction,50-249 Emp,558.5089721,603.5520544,651.6412697,692.6926051,780.6586957,803.1117606,875.4374979,939.1254093,1009.268383,1081.669896,1154.292141,1231.214348,1310.648902
"Paris, France",Storage,"Finance, Insurance, and Real Estate",50-249 Emp,1484.042339,1657.907119,1850.419385,2033.316181,2368.726138,2518.867284,2838.025639,3146.753385,3495.261457,3871.572705,4270.547792,4708.43616,5180.892219
"Paris, France",Storage,Manufacturing,50-249 Emp,576.5709935,614.0856072,653.4431031,684.5705178,760.3449902,770.8869564,828.12984,875.4851548,927.2078014,979.2727099,1029.887506,1082.612058,1135.770806
"Paris, France",Storage,Nonclassified Establishments,50-249 Emp,621.3436881,670.6777308,723.2685587,767.9232701,864.4087568,888.1964188,967.0025954,1036.071976,1112.067676,1190.342314,1268.72621,1351.639529,1437.105422
"Paris, France",Storage,Public Administration,50-249 Emp,2021.59674,2185.308019,2360.082864,2509.383741,2828.672234,2910.578222,3173.198166,3404.483453,3659.120004,3921.875222,4185.972746,4465.765905,4754.77841
"Paris, France",Storage,Wholesale & retail trade,50-249 Emp,600.8058632,651.1222773,705.022188,751.5946532,849.4851266,876.4446717,958.1424332,1030.830762,1111.045151,1194.217483,1278.080691,1367.193721,1459.609253
"Paris, France",Storage,Services,50-249 Emp,897.5484099,983.6580776,1077.038748,1161.042563,1326.921018,1384.291309,1530.155448,1664.501084,1813.879113,1971.19055,2133.128181,2307.290249,2490.704925
"Paris, France",Storage,Transportation and Public Utilities,50-249 Emp,849.9466665,928.4895911,1013.369321,1088.911713,1240.515961,1290.037321,1421.45356,1541.375603,1674.422484,1813.939317,1956.721045,2109.75493,2270.230093
"Paris, France",Storage,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,13113.20758,13823.6708,14559.02247,15096.077,16594.70029,16651.50213,17703.37914,18522.19277,19413.20609,20290.41588,21119.34998,21971.87293,22813.31417
"Paris, France",Storage,Construction,250+ Emp,18617.70745,19593.27492,20601.15091,21325.93951,23404.93427,23447.38754,24889.10548,25999.59504,27208.30322,28394.48833,29507.09916,30648.9724,31771.67351
"Paris, France",Storage,"Finance, Insurance, and Real Estate",250+ Emp,68095.20151,74330.19068,81059.93336,87029.83272,99060.68499,102922.6672,113301.9305,122742.4744,133204.4931,144154.9238,155361.978,167362.0302,179930.1327
"Paris, France",Storage,Manufacturing,250+ Emp,14506.35692,15042.89398,15585.03974,15897.0496,17191.25418,16970.1713,17749.7617,18270.10898,18839.40431,19372.72628,19836.94671,20302.79567,20738.2274
"Paris, France",Storage,Nonclassified Establishments,250+ Emp,28650.76213,30128.95933,31653.85657,32741.02836,35903.06591,35937.63841,38114.15914,39779.25674,41590.64303,43363.40878,45024.29559,46726.94332,48397.46212
"Paris, France",Storage,Public Administration,250+ Emp,100904.5929,106258.3561,111792.8911,115795.8098,127159.6711,127464.4484,135379.1822,141498.726,148158.3464,154700.8884,160856.2524,167178.3436,173403.1014
"Paris, France",Storage,Wholesale & retail trade,250+ Emp,19787.64678,20849.01179,21947.15923,22745.80573,24992.22217,25066.5299,26638.47779,27858.97638,29187.48138,30494.67262,31726.26055,32992.15855,34240.28305
"Paris, France",Storage,Services,250+ Emp,41173.49474,43925.18189,46817.72295,49128.83961,54656.59259,55505.1972,59724.12651,63242.01583,67086.70428,70967.9403,74758.18335,78714.04135,82714.27226
"Paris, France",Storage,Transportation and Public Utilities,250+ Emp,45340.03145,48043.50835,50862.35807,53014.63291,58584.51442,59096.6593,63164.9342,66441.1063,70013.28499,73574.44112,76986.12761,80518.35831,84045.04594
"Paris, France",IaaS,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,0.460580983,0.601888762,0.784001345,1.040476687,1.349837524,1.633523634,2.170372397,2.790534804,3.65538547,4.746001105,5.970032383,7.634456428,9.750062547
"Paris, France",IaaS,Construction,1-9 Emp,0.618024318,0.807568612,1.051825355,1.395798766,1.810654459,2.191003778,2.910821543,3.742246429,4.901643628,6.363557837,8.004099331,10.23475676,13.06984474
"Paris, France",IaaS,"Finance, Insurance, and Real Estate",1-9 Emp,1.085926627,1.500190706,2.065887918,2.898717987,3.976149603,5.087895523,7.148295284,9.719301199,13.46430798,18.48867615,24.59156495,33.25210178,44.90346782
"Paris, France",IaaS,Manufacturing,1-9 Emp,0.736608127,0.940417702,1.19676089,1.551747109,1.966890211,2.325659467,3.019180749,3.793049908,4.85503852,6.159676048,7.57057549,9.459158414,11.80331371
"Paris, France",IaaS,Nonclassified Establishments,1-9 Emp,0.362060311,0.473729321,0.61783025,0.820960493,1.066370591,1.29207599,1.718826637,2.212685335,2.902010652,3.772475893,4.751287322,6.083432546,7.778824024
"Paris, France",IaaS,Public Administration,1-9 Emp,0.549073016,0.722033772,0.946400286,1.263882751,1.649954271,2.009238133,2.686305656,3.475548821,4.581244951,5.985385832,7.576289877,9.74930364,12.52905909
"Paris, France",IaaS,Wholesale & retail trade,1-9 Emp,0.882965354,1.160856608,1.521279955,2.031234156,2.651244291,3.228045119,4.315187472,5.582251573,7.357275293,9.611227102,12.16392176,15.65023918,20.10926453
"Paris, France",IaaS,Services,1-9 Emp,0.954369851,1.29257292,1.744955267,2.400098567,3.227067251,4.047457513,5.573423598,7.426885325,10.08287764,13.56787248,17.68849819,23.44351629,31.03004386
"Paris, France",IaaS,Transportation and Public Utilities,1-9 Emp,0.948626289,1.270552279,1.696213503,2.307191895,3.067755674,3.804984165,5.181435565,6.827975497,9.166986903,12.19861255,15.72705662,20.61280264,26.98077915
"Paris, France",IaaS,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,6.110094671,8.308993506,11.26258754,15.55399127,20.99800611,26.44283322,36.55962746,48.91463613,66.67566912,90.08319743,117.9176042,156.915586,208.5361572
"Paris, France",IaaS,Construction,10-49 Emp,8.360175278,11.36599553,15.40241636,21.26591865,28.70198764,36.13545429,49.94809313,66.81094218,91.04744641,122.9803707,160.9393599,214.1121557,284.4776981
"Paris, France",IaaS,"Finance, Insurance, and Real Estate",10-49 Emp,12.70493159,18.30544291,26.28920372,38.46701913,55.02146765,73.41241803,107.5401741,152.4457183,220.166489,315.1628776,437.0965128,616.2716765,867.7505984
"Paris, France",IaaS,Manufacturing,10-49 Emp,9.975301514,13.2077976,17.43107046,23.4385976,30.80858294,37.77509319,50.85143506,66.24363757,87.91776135,115.6530058,147.3993851,190.9796097,247.1190228
"Paris, France",IaaS,Nonclassified Establishments,10-49 Emp,7.541221652,10.25259504,13.8936125,19.18273252,25.89037232,32.59566471,45.05523256,60.26621536,82.12853814,110.9333481,145.1739163,193.1379631,256.6105739
"Paris, France",IaaS,Public Administration,10-49 Emp,6.589934085,9.035622163,12.34878795,17.19509247,23.40546284,29.71828018,41.42799927,55.88658039,76.80908707,104.6322404,138.0946615,185.2852454,248.2747947
"Paris, France",IaaS,Wholesale & retail trade,10-49 Emp,11.55134528,15.75514955,21.41913864,29.66850158,40.17186422,50.7390472,70.36014135,94.41796041,129.084543,174.9209988,229.650394,306.5102648,408.5551589
"Paris, France",IaaS,Services,10-49 Emp,11.63263984,16.35384438,22.91662822,32.71865849,45.6638783,59.44889961,84.97255843,117.5321981,165.6252369,231.3364255,313.0545161,430.6738551,591.7045235
"Paris, France",IaaS,Transportation and Public Utilities,10-49 Emp,11.91033228,16.62410235,23.12819871,32.78380269,45.4265108,58.71555279,83.32220911,114.4225672,160.0862711,221.9955887,298.2586479,407.3749564,555.6783241
"Paris, France",IaaS,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,135.3084716,184.0279267,249.5338689,344.8173566,465.890025,587.3213206,813.0897841,1089.565281,1487.888542,2014.412757,2639.690764,3516.496786,4678.377301
"Paris, France",IaaS,Construction,50-249 Emp,173.2451347,235.6884608,319.6765144,441.8807834,597.2309302,753.1571919,1043.055497,1398.264224,1910.211428,2587.274181,3391.547672,4519.662225,6015.086535
"Paris, France",IaaS,"Finance, Insurance, and Real Estate",50-249 Emp,460.3383792,671.862239,977.4935716,1449.117329,2100.237866,2839.687885,4215.807412,6057.3003,8867.772699,12868.98191,18086.46186,25841.37543,36872.74597
"Paris, France",IaaS,Manufacturing,50-249 Emp,178.8478331,235.7476794,309.7979577,414.8620606,543.1798068,663.531434,890.0811427,1155.658363,1529.013883,2005.552303,2546.617893,3287.35164,4237.955428
"Paris, France",IaaS,Nonclassified Establishments,50-249 Emp,192.7359744,261.5507913,353.8496676,487.8404027,657.5877214,827.0083596,1142.138196,1526.727659,2079.644175,2808.404078,3671.367751,4879.201623,6475.860545
"Paris, France",IaaS,Public Administration,50-249 Emp,627.0835691,853.6709624,1158.487097,1601.967108,2165.697613,2731.408102,3782.610485,5069.836517,6923.782841,9373.420836,12288.44878,16377.53715,21798.56826
"Paris, France",IaaS,Wholesale & retail trade,50-249 Emp,186.365301,255.1049507,348.1601102,484.2526437,658.5949359,835.7593209,1164.749372,1571.279289,2160.199565,2944.503023,3884.059456,5208.495775,6975.359736
"Paris, France",IaaS,Services,50-249 Emp,278.4125286,390.3128485,545.495282,776.8714234,1081.700945,1405.166115,2004.38873,2767.265336,3892.993901,5429.231733,7331.082286,10063.53107,13796.2335
"Paris, France",IaaS,Transportation and Public Utilities,50-249 Emp,263.6468384,367.0874569,509.5552746,720.7997967,996.9202975,1286.447479,1822.979931,2500.412225,3494.875428,4842.847361,6495.981601,8858.11621,12063.2911
"Paris, France",IaaS,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,4067.614894,5241.560748,6733.015969,8812.759875,11276.81709,13461.54904,17644.44383,22382.32458,28929.12415,37064.23345,45990.67709,58014.58185,73085.69418
"Paris, France",IaaS,Construction,250+ Emp,5775.067897,7413.91643,9488.823111,12375.86572,15781.77642,18776.4845,24531.31062,31020.9127,39972.72656,51062.79016,63149.12696,79393.09671,99684.12015
"Paris, France",IaaS,"Finance, Insurance, and Real Estate",250+ Emp,21122.60133,29361.44311,40683.92941,57439.25078,79278.22089,102075.0773,144303.4168,197425.9722,275201.7491,380254.1424,508915.3522,692420.2058,940852.97
