company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon,country
Hessischer Fussballverband e.V.,Hessischer Fussballverband,Otto-Fleck-Schneise 4,,60528,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,22,Small 10 - 49,50.0683888,8.6405022,Germany
Hessischer Gemeindeunfallversicherungsverband,Hessischer,Leonardo-da-Vinci-Allee 20,,60486,Frankfurt am Main,6321,63,Unfall- u. Krankenversicherungen,Insurance Carriers,"Finance, Insurance, and Real Estate",220,Medium 50 - 249,50.11406,8.6209,Germany
Hessischer Turnverband e.V.,Hessischer Turnverband e.V.,Otto-Fleck-Schneise 8,,60528,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,35,Small 10 - 49,50.06734,8.64267,Germany
Hessischer Verbraucher Servicecenter,Hessischer Verbraucher,Parkstr. 8,,60322,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,10,Small 10 - 49,50.1224109,8.6693083,Germany
Hessischer Verwaltungsschulverband Verwaltungsseminar Frankfurt,Hessischer,Niddagaustr. 32,,60489,Frankfurt am Main,8249,82,Berufsschulen außer Fachoberschulen,Educational Services,Services,10,Small 10 - 49,50.1280135,8.6119645,Germany
Hessisches Baumanagement Regionalniederlassung Rhein-Main,Hessisches Baumanagement,Gräfstr. 97,,60487,Frankfurt am Main,9531,95,"Wohnungswesen, Wohnungsbauprogramme",Administration of Environmental Quality and Housing Programs,Public Administration,150,Medium 50 - 249,50.12103,8.65028,Germany
HETRA Heinrich Hettler GmbH Spedition - Spezialtransporte,HETRA Heinrich Hettler GmbH,Schielestr. 5-7,,60314,Frankfurt am Main,4731,47,Fracht- u. Cargo-Transportorganisation,Transportation Services,Transportation and Public Utilities,26,Small 10 - 49,50.1164629,8.7334137,Germany
Heuer & Partner - Rechtsanwälte mbB,Heuer & Partner -,Beethovenstr. 29,,60325,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,17,Small 10 - 49,50.1153166,8.6554064,Germany
Heuking & Kollegen,Heuking & Kollegen,Grüneburgweg 102,,60323,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,13,Small 10 - 49,50.1236655,8.6661998,Germany
Heuse Bestattungen GmbH & Co KG,Heuse Bestattungen GmbH & Co,Hahnstr. 20,,60528,Frankfurt am Main,7261,72,Beerdigungsinstitute u. Krematorien,Personal Services,Services,31,Small 10 - 49,50.0852878,8.6325311,Germany
Heuser GmbH,Heuser GmbH,Am Auerborn 8,,60529,Frankfurt am Main,5962,59,Verkaufsautomaten,Miscellaneous Retail,Wholesale & retail trade,23,Small 10 - 49,50.0861084,8.5982495,Germany
HEXAWARE TECHNOLOGIES GmbH,HEXAWARE TECHNOLOGIES GmbH,Lyoner Str. 15,,60528,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,75,Medium 50 - 249,50.0813425,8.6271989,Germany
Heymann & Partner Rechtsanwälte mbB,Heymann & Partner,Taunusanlage 1,,60329,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,25,Small 10 - 49,50.1105404,8.6701036,Germany
HFKK Hilfe für Krebskranke Kinder Frankfurt e. V.,HFKK Hilfe für Krebskranke,Komturstr. 3,,60528,Frankfurt am Main,8322,83,Soziale Einrichtungen f. Alleinstehende u. Familien,Social Services,Services,70,Medium 50 - 249,50.0896146,8.6513573,Germany
HFM Managementgesellschaft für Hafen und Markt mbH,HFM Managementgesellschaft für,Lindleystr. 14,,60314,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",40,Small 10 - 49,50.1127413,8.7200051,Germany
HFN Kommunikation Gesellschaft für strategische Kommunikation und Öffentlichkeitsarbeit mbH,HFN Kommunikation Gesellschaft,Münchener Str. 9,,60329,Frankfurt am Main,8743,87,Public relations Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,10,Small 10 - 49,50.1080706,8.6713871,Germany
HGF Gebäudereinigungs GmbH,HGF Gebäudereinigungs GmbH,Flurscheideweg 15,,65936,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,30,Small 10 - 49,50.125486,8.575398,Germany
"HGW Hessische Gas-, Wasser- und Rohrleitungsbau GmbH","HGW Hessische Gas-, Wasser-",Tucholskystr. 20,,60598,Frankfurt am Main,1623,16,"Wasserbau, Abwasseranlagen, Leitungsbau, Fernmelde- u. Überlandleitungen","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,15,Small 10 - 49,50.09621,8.68746,Germany
Hifi-Profis Warenhandelsgesellschaft mbH,Hifi-Profis,Große Friedberger Str. 23-27,,60313,Frankfurt am Main,5731,57,"Radio-, Fernseh-, Video-Geschäfte","Home Furniture, Furnishings and Equipment Stores",Wholesale & retail trade,17,Small 10 - 49,50.1158331,8.6860113,Germany
HighQ-IT for the financial industry GmbH,HighQ-IT for the financial,Rahmhofstr. 2-4,,60313,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,30,Small 10 - 49,50.11582,8.6779695,Germany
Hillig & Zeiss Partnerschaft mbB Steuerberatungsgesellschaft,Hillig & Zeiss Partnerschaft,Lärchenstr. 80,,65933,Frankfurt am Main,7291,72,Steuerberater,Personal Services,Services,10,Small 10 - 49,50.096697,8.5967678,Germany
Hilmar Poth GmbH,Hilmar Poth GmbH,Hanauer Landstr. 423a,,60314,Frankfurt am Main,1721,17,"Maler-, Tapezier- u. Dekorationsarbeiten",Construction - Special Trade Contractors,Construction,30,Small 10 - 49,50.12162,8.73742,Germany
HIMA ELEKTRO TECHNIK GmbH,HIMA ELEKTRO TECHNIK GmbH,Ahornstr. 54A,,65933,Frankfurt am Main,1731,17,Elektroarbeiten,Construction - Special Trade Contractors,Construction,10,Small 10 - 49,50.09784,8.60018,Germany
Hinkel & Sohn GmbH,Hinkel & Sohn GmbH,Flinschstr. 31,,60388,Frankfurt am Main,1731,17,Elektroarbeiten,Construction - Special Trade Contractors,Construction,35,Small 10 - 49,50.1355952,8.7352164,Germany
HIQ Consulting GmbH,HIQ Consulting GmbH,Sandgasse 2,,60311,Frankfurt am Main,8711,87,Technische Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,13,Small 10 - 49,50.1118913,8.6804094,Germany
Hirsch-Apotheke e.K. Inhaber Apotheker Marc Schrott,Hirsch-Apotheke e.K. Inhaber,Zeil 111,,60313,Frankfurt am Main,5912,59,"Drogerien, Apotheken",Miscellaneous Retail,Wholesale & retail trade,10,Small 10 - 49,50.11384,8.68151,Germany
HitchHiker GmbH,HitchHiker GmbH,Berner Str. 81,,60437,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,47,Small 10 - 49,50.194635,8.657339,Germany
HKB Bank GmbH,HKB Bank GmbH,Lyoner Str. 36,,60528,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",22,Small 10 - 49,50.07717,8.62418,Germany
"HKI Industrieverband Haus-, Heiz- und Küchentechnik e. V.","HKI Industrieverband Haus-,",Lyoner Str. 9,,60528,Frankfurt am Main,8611,86,Fachverbände,Membership Organizations,Services,12,Small 10 - 49,50.0838,8.63101,Germany
hlp entwicklungspartner GbR,hlp entwicklungspartner GbR,Voltastr. 31,,60486,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,10,Small 10 - 49,50.1168302,8.6382676,Germany
HLP Organisationsberater Leder Schreiber Hochstrahs Partnerschaft,HLP Organisationsberater Leder,Liebigstr. 19,,60323,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,10,Small 10 - 49,50.11924,8.66575,Germany
HLV Hessischer Leichtathletik Verband e.V.,HLV Hessischer Leichtathletik,Otto-Fleck-Schneise 4,,60528,Frankfurt am Main,8699,86,Sonstige Vereine u. Verbände,Membership Organizations,Services,11,Small 10 - 49,50.0683888,8.6405022,Germany
HNO - Praxis am Goetheplatz GbR,HNO - Praxis am Goetheplatz,Roßmarkt 23,,60311,Frankfurt am Main,8011,80,Arztpraxen (ohne Kliniken),Health Services,Services,10,Small 10 - 49,50.1118664,8.6760967,Germany
Hochschule für Musik und Darstellende Kunst,Hochschule für Musik und,Eschersheimer Landstr. 29-39,,60322,Frankfurt am Main,8221,82,Universitäten u. Hochschulen,Educational Services,Services,400,Large 250 +,50.1200918,8.6767981,Germany
Höchster Pensions Benefits Services GmbH,Höchster Pensions Benefits,Brüningstr. 50,,65929,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",14,Small 10 - 49,50.0952423,8.5359878,Germany
Höchster Porzellan-Manufaktur GmbH,Höchster Porzellan-Manufaktur,Palleskestr. 32,,65929,Frankfurt am Main,3263,32,Feinkeramisches Geschirr u. Küchengeräte,"Stone, Clay, Glass, and Concrete Products",Manufacturing,25,Small 10 - 49,50.1059461,8.5555488,Germany
Hoesch & Partner GmbH,Hoesch & Partner GmbH,Rüsterstr. 1,,60325,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",60,Medium 50 - 249,50.1128231,8.6645074,Germany
"Hoffmann Schalt & Cie. GmbH, Werbeagentur","Hoffmann Schalt & Cie. GmbH,",Großer Hasenpfad 30,,60598,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,18,Small 10 - 49,50.09643,8.68607,Germany
Holger's Zweirad-Shop GmbH,Holger's Zweirad-Shop GmbH,Hanauer Landstr. 551,,60386,Frankfurt am Main,5571,55,Motorradhändler,Automotive Dealers and Gasoline Service Stations,Wholesale & retail trade,10,Small 10 - 49,50.13284,8.76586,Germany
HÖLLENBERG WEINHAUS Handels- und Verwaltungs-GmbH & Co. Kronenschlösschen Hattenheim KG,HÖLLENBERG WEINHAUS Handels-,Roseggerstr. 4,,60320,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,35,Small 10 - 49,50.14245,8.668,Germany
Hollin+Radoske GbR Architekten,Hollin+Radoske GbR Architekten,Goldsteinstr. 61a,,60528,Frankfurt am Main,8712,87,Architektendienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,14,Small 10 - 49,50.08476,8.64199,Germany
HomeAway Deutschland GmbH,HomeAway Deutschland GmbH,Baseler Str. 10,,60329,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,40,Small 10 - 49,50.1042379,8.6646264,Germany
Honda Bank GmbH,Honda Bank GmbH,Hanauer Landstr. 222-224,,60314,Frankfurt am Main,6029,60,Sonstige Geschäftsbanken,Depository Institutions,"Finance, Insurance, and Real Estate",115,Medium 50 - 249,50.11653,8.72808,Germany
Honda Center GmbH,Honda Center GmbH,Hanauer Landstr. 222-224,,60314,Frankfurt am Main,5511,55,Autohändler (Neu- und Gebrauchtwagen),Automotive Dealers and Gasoline Service Stations,Wholesale & retail trade,30,Small 10 - 49,50.11653,8.72808,Germany
Hong Kong Trade Development Council,Hong Kong Trade Development,Kreuzerhohl 5-7,,60439,Frankfurt am Main,7389,73,Sonstige gewerbliche Dienstleistungen,Business Services,Services,21,Small 10 - 49,50.17021,8.62229,Germany
Hörgeräte - Bonsel Fachinstitut für Hörberatung Herbert Bonsel,Hörgeräte - Bonsel,Berger Str. 134a,,60385,Frankfurt am Main,5999,59,Verschiedene Warengattungen,Miscellaneous Retail,Wholesale & retail trade,41,Small 10 - 49,50.12335,8.70255,Germany
Hormosan Pharma GmbH,Hormosan Pharma GmbH,Wilhelmshöher Str. 106,,60389,Frankfurt am Main,2834,28,Pharmazeutische Präparate,Chemicals and Allied Products,Manufacturing,26,Small 10 - 49,50.1418128,8.7256192,Germany
HORN & COSIFAN Computersysteme GmbH,HORN & COSIFAN Computersysteme,Victor-Slotosch-Str. 17A,,60388,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,50,Small 10 - 49,50.1432675,8.7451059,Germany
Hörr GmbH Baugeschäft,Hörr GmbH Baugeschäft,Lindenstr. 39,,60325,Frankfurt am Main,1741,17,Maurer- u. Steinmetzarbeiten,Construction - Special Trade Contractors,Construction,10,Small 10 - 49,50.11783,8.66128,Germany
Horst und Bernd Zimmermann,Horst und Bernd Zimmermann,Zeppelinallee 65-67,,60487,Frankfurt am Main,6513,65,Mietshausverwaltungen,Real Estate,"Finance, Insurance, and Real Estate",12,Small 10 - 49,50.1254797,8.6510328,Germany
Hospital zum heiligen Geist GmbH,Hospital zum heiligen Geist,Steinbacher Hohl 2-26,,60488,Frankfurt am Main,8062,80,Allgemeine Krankenhäuser,Health Services,Services,2413,Large 250 +,50.15067,8.61821,Germany
Hospital-Service & Catering GmbH,Hospital-Service & Catering,Steinbacher Hohl 2-26,,60488,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,408,Large 250 +,50.15067,8.61821,Germany
Hospiz Sankt Katharina GmbH,Hospiz Sankt Katharina GmbH,Seckbacher Landstr. 65,,60389,Frankfurt am Main,8361,83,"Alters-, Pflege- u. Kinderheime, Kinderdörfer",Social Services,Services,13,Small 10 - 49,50.13573,8.71105,Germany
HOST GmbH Hospital Service + Technik,HOST GmbH Hospital Service +,Theodor-Stern-Kai 7,,60596,Frankfurt am Main,7349,73,"Sonstige Hausreinigungs- u. Instandhaltungsdienste, Gebäudereinigung",Business Services,Services,90,Medium 50 - 249,50.0962538,8.6613513,Germany
Hotel am Zoo,Hotel am Zoo,Alfred-Brehm-Platz 6,,60316,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,13,Small 10 - 49,50.11543,8.69748,Germany
Hotel AMADEUS Frankfurt GmbH,Hotel AMADEUS Frankfurt GmbH,Röntgenstr. 5,,60388,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,58,Medium 50 - 249,50.14101,8.74691,Germany
Hotel Ambassador GmbH,Hotel Ambassador GmbH,Moselstr. 12,,60329,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,12,Small 10 - 49,50.1070622,8.6681987,Germany
Hotel Concorde GmbH,Hotel Concorde GmbH,Karlstr. 9,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,15,Small 10 - 49,50.1090104,8.6634891,Germany
"Hotel Europa, Betriebs GmbH","Hotel Europa, Betriebs GmbH",Baseler Str. 17,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,20,Small 10 - 49,50.10446,8.66432,Germany
Hotel Excelsior-Monopol GmbH,Hotel Excelsior-Monopol GmbH,Mannheimer Str. 7-13,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,40,Small 10 - 49,50.1055124,8.6642766,Germany
Hotel Franken-Betriebs GmbH,Hotel Franken-Betriebs GmbH,Frankenallee 183,,60326,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,14,Small 10 - 49,50.103676,8.6344784,Germany
Hotel Friedberger Warte GmbH,Hotel Friedberger Warte GmbH,Homburger Landstr. 4,,60389,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,70,Medium 50 - 249,50.1408485,8.6987821,Germany
Hotel Kaiserhof David Lipsztadt,Hotel Kaiserhof David,Kaiserstr. 62,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,11,Small 10 - 49,50.1083043,8.6671146,Germany
"Hotel National, Lemler & Schwarzbart OHG, Frankfurt am Main","Hotel National, Lemler &",Baseler Str. 50,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,19,Small 10 - 49,50.1053607,8.6652647,Germany
Hotel Post OHG,Hotel Post OHG,Sindlinger Bahnstr. 12-16,,65931,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,30,Small 10 - 49,50.0810197,8.5171549,Germany
Hotel und Restaurant Kolpinghaus Frankfurt GmbH,Hotel und Restaurant,Lange Str. 26,,60311,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,15,Small 10 - 49,50.1134462,8.6934554,Germany
Hotel Victoria Betriebs- und Verwaltungs GmbH,Hotel Victoria Betriebs- und,Elbestr. 24-26,,60329,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,10,Small 10 - 49,50.1082547,8.66857,Germany
Hotel Villa Orange,Hotel Villa Orange,Hebelstr. 1,,60318,Frankfurt am Main,7011,70,"Hotels, Motels","Hotels, Rooming Houses, Camps, and Other Lodging Places",Services,16,Small 10 - 49,50.12084,8.68939,Germany
Hotelbetriebsgesellschaft Hochstraße mbH,Hotelbetriebsgesellschaft,Hochstr. 4,,60313,Frankfurt am Main,5812,58,"Restaurants, Schnellimbiß usw.",Eating and Drinking Places,Services,167,Medium 50 - 249,50.1170891,8.6784948,Germany
HOTEX Immobilien Verwaltung und Vertrieb GmbH,HOTEX Immobilien Verwaltung,Falkensteiner Str. 77,,60322,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",50,Small 10 - 49,50.1315891,8.6761293,Germany
Hotwire Public Relations Germany GmbH,Hotwire Public Relations,Stephanstr. 1,,60313,Frankfurt am Main,8743,87,Public relations Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,20,Small 10 - 49,50.1162296,8.684054,Germany
House of Silver GmbH & Co. KG,House of Silver GmbH & Co. KG,Großer Hasenpfad 71,,60598,Frankfurt am Main,5999,59,Verschiedene Warengattungen,Miscellaneous Retail,Wholesale & retail trade,10,Small 10 - 49,50.095,8.6865,Germany
HOYA Surgical Optics GmbH,HOYA Surgical Optics GmbH,Condor Platz 8,,60549,Frankfurt am Main,5048,50,Augenoptikerbedarf,Wholesale Trade - Durable Goods,Wholesale & retail trade,42,Small 10 - 49,50.041381,8.5800547,Germany
HPI Hotelbetriebs GmbH,HPI Hotelbetriebs GmbH,Westhafenplatz 1,,60327,Frankfurt am Main,8741,87,Management-Dienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,700,Large 250 +,50.1013225,8.66437,Germany
"HPP Harnischfeger, Pietsch & Partner Strategie- und Marketingberatung GmbH","HPP Harnischfeger, Pietsch &",Goldsteinstr. 114,,60528,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,50,Small 10 - 49,50.0849,8.63308,Germany
hr werbung GmbH,hr werbung GmbH,Bertramstr. 8,,60320,Frankfurt am Main,7313,73,"Anzeigenakquisition, Vermittlung v. Rundfunk- u. Fernsehwerbung",Business Services,Services,45,Small 10 - 49,50.13612,8.67561,Germany
HRS GmbH Steuerberatungsgesellschaft,HRS GmbH,Hans-Thoma-Str. 13,,60596,Frankfurt am Main,7291,72,Steuerberater,Personal Services,Services,15,Small 10 - 49,50.1032873,8.6779688,Germany
Hubert Neles GmbH & Co. KG Service für Bauen und Wohnen,Hubert Neles GmbH & Co. KG,Länderweg 19,,60599,Frankfurt am Main,5713,57,"Fußbodenbeläge, Teppiche","Home Furniture, Furnishings and Equipment Stores",Wholesale & retail trade,10,Small 10 - 49,50.10281,8.70135,Germany
Hubert Röder,Hubert Röder,Pfortenstr. 36,,60386,Frankfurt am Main,8099,80,Sonstige Gesundheits- u. verw. Dienstleistungen,Health Services,Services,12,Small 10 - 49,50.1220583,8.7660903,Germany
"Hubertus Kestler, Thomas Mielert und Hans-Joachim Otto","Hubertus Kestler, Thomas",Ulmenstr. 22,,60325,Frankfurt am Main,8111,81,Juristische Dienstleistungen,Legal Services,Services,25,Small 10 - 49,50.11558,8.6658067,Germany
Huck GmbH,Huck GmbH,Alexanderstr. 51,,60489,Frankfurt am Main,5461,54,Bäckereien mit Verkauf,Food Stores,Wholesale & retail trade,12,Small 10 - 49,50.1269217,8.6115877,Germany
Hudson Advisors Germany GmbH,Hudson Advisors Germany GmbH,Hamburger Allee 14,,60486,Frankfurt am Main,6282,62,Anlagenberatung,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",121,Medium 50 - 249,50.11486,8.64931,Germany
Hufeland-Haus Ev. Verein f. innere Mission Altenpflegeheim,Hufeland-Haus Ev. Verein f.,Wilhelmshöher Str. 34,,60389,Frankfurt am Main,8361,83,"Alters-, Pflege- u. Kinderheime, Kinderdörfer",Social Services,Services,220,Medium 50 - 249,50.1390427,8.7200247,Germany
HUK-COBURG-Assistance GmbH,HUK-COBURG-Assistance GmbH,Berner Str. 119,,60437,Frankfurt am Main,6411,64,"Versicherungsagenturen, Makler u. Dienstleistungen","Insurance Agents, Brokers and Service","Finance, Insurance, and Real Estate",70,Medium 50 - 249,50.1903,8.65774,Germany
Hundert Grad Kommunikation GmbH,Hundert Grad Kommunikation,Westerbachstr. 47,,60489,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,30,Small 10 - 49,50.1222598,8.6007543,Germany
Huth & Wenzel Werbeagentur GmbH,Huth & Wenzel Werbeagentur,Waldschmidtstr. 19,,60316,Frankfurt am Main,7311,73,Werbeagenturen,Business Services,Services,40,Small 10 - 49,50.119017,8.699863,Germany
Hüttig & Rompf AG,Hüttig & Rompf AG,Stiftstr. 30,,60313,Frankfurt am Main,6163,61,Anleihe-Vermittler,Nondepository Credit Institutions,"Finance, Insurance, and Real Estate",150,Medium 50 - 249,50.116521,8.6814519,Germany
HVG Hausverwaltungs GmbH,HVG Hausverwaltungs GmbH,Gutleutstr. 163-167,,60327,Frankfurt am Main,6531,65,"Immobilien-Agenten, Makler u. Verwalter",Real Estate,"Finance, Insurance, and Real Estate",17,Small 10 - 49,50.1012342,8.6596477,Germany
Hydas GmbH & Co. KG,Hydas GmbH & Co. KG,Hirzenhainer Str. 3,,60435,Frankfurt am Main,3843,38,Zahntechnische Geräte u. Materialien,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Manufacturing,10,Small 10 - 49,50.1509962,8.6861284,Germany
Hydranten-Betriebs OHG,Hydranten-Betriebs OHG,Flughafen Frankfurt am Main,,60549,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,33,Small 10 - 49,50.0379326,8.5621518,Germany
i Premium Service Frankfurt GmbH,i Premium Service Frankfurt,Hanauer Landstr. 172,,60314,Frankfurt am Main,7331,73,Direktmail- und Postwerbungsagenturen,Business Services,Services,240,Medium 50 - 249,50.1137592,8.7193374,Germany
I.D.C. Central Europe GmbH Internationale Daten der Computerindustrie,I.D.C. Central Europe GmbH,Hanauer Landstr. 182d,,60314,Frankfurt am Main,8732,87,"Gewerbliche ökonomische, soziologische und pädagogische Forschungseinr.","Engineering, Accounting, Research, Management & Related Svcs",Services,34,Small 10 - 49,50.11445,8.72197,Germany
i/Con Unternehmensberatung GmbH,i/Con Unternehmensberatung,Riederhofstr. 27,,60314,Frankfurt am Main,8742,87,Unternehmensberatung,"Engineering, Accounting, Research, Management & Related Svcs",Services,23,Small 10 - 49,50.11499,8.73442,Germany
i:FAO GmbH,i:FAO Group GmbH,Clemensstr. 9,,60487,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,77,Medium 50 - 249,50.1211827,8.649338,Germany
i2b Intelligence to Business GmbH,i2b Intelligence to Business,Röntgenstr. 7,,60388,Frankfurt am Main,8748,87,Sonstige Beratungsdienste,"Engineering, Accounting, Research, Management & Related Svcs",Services,16,Small 10 - 49,50.1423831,8.7472326,Germany
IAK GmbH,IAK GmbH,Ludwig-Landmann-Str. 349,,60487,Frankfurt am Main,8082,80,Heimpflegedienste,Health Services,Services,80,Medium 50 - 249,50.12731,8.62231,Germany
IBC International Baptist Convention,IBC International Baptist,Am Dachsberg 98,,60435,Frankfurt am Main,8661,86,Religionsgemeinschaften,Membership Organizations,Services,20,Small 10 - 49,50.1652776,8.6928571,Germany
iBrams GmbH & Co. KG,iBrams GmbH & Co. KG,Hanauer Landstr. 523,,60386,Frankfurt am Main,7371,73,Programmierungsdienste für Computer etc.,Business Services,Services,40,Small 10 - 49,50.1314248,8.7620349,Germany
iC Consult Gesellschaft für Systemintegration und Kommunikation mbH,iC Consult Gesellschaft für,Deutschherrnufer 46,,60594,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,73,Medium 50 - 249,50.10575,8.7013,Germany
iCAP GmbH,iCAP GmbH,Stephanstr. 14-16,,60313,Frankfurt am Main,6163,61,Anleihe-Vermittler,Nondepository Credit Institutions,"Finance, Insurance, and Real Estate",60,Medium 50 - 249,50.1167055,8.6822981,Germany
ICAS Deutschland GmbH,ICAS Deutschland GmbH,Hansaallee 22,,60322,Frankfurt am Main,8299,82,Sonstige Schulen u. Ausbildungsstätten,Educational Services,Services,45,Small 10 - 49,50.1249854,8.673549,Germany
Ice Field Dry Ice Engineering GmbH,Ice Field Dry Ice Engineering,Industriepark Höchst Geb. C 346,,65926,Frankfurt am Main,7699,76,Sonstige Reparaturwerkstätten u. verwandte Anlagen,Miscellaneous Repair Services,Services,18,Small 10 - 49,50.0890617,8.5375786,Germany
ICF BANK AG Wertpapierhandelsbank,ICF BANK AG,Kaiserstr. 1,,60311,Frankfurt am Main,6231,62,Wertpapier- u. Warenbörsen,"Security & Commodity Brokers, Dealers, Exchanges & Services","Finance, Insurance, and Real Estate",70,Medium 50 - 249,50.1117054,8.6771824,Germany
ICF Systems AG,ICF Systems AG,Börsenplatz 4,,60313,Frankfurt am Main,7379,73,Sonstige Dienstleistungen auf dem Computersektor,Business Services,Services,20,Small 10 - 49,50.11527,8.67771,Germany
Ico-International GmbH,Ico-International GmbH,Berner Str. 107,,60437,Frankfurt am Main,5961,59,Postversandhäuser,Miscellaneous Retail,Wholesale & retail trade,20,Small 10 - 49,50.1923,8.6563,Germany
ICP GmbH,ICP GmbH,Voltenseestr. 2,,60388,Frankfurt am Main,8731,87,Gewerbliche physikalische u. biologische Forschungseinrichtungen,"Engineering, Accounting, Research, Management & Related Svcs",Services,35,Small 10 - 49,50.1453769,8.7465144,Germany
ICS REVISION Intracommerz + Schif GmbH Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft,ICS REVISION Intracommerz +,Geleitsstr. 14,,60599,Frankfurt am Main,8721,87,"Buchhaltungs-, Wirtschafts- u. Steuerprüfungsbüros","Engineering, Accounting, Research, Management & Related Svcs",Services,19,Small 10 - 49,50.0989856,8.6922238,Germany
IDS IMMUNODIAGNOSTIC SYSTEMS DEUTSCHLAND GMBH,IDS IMMUNODIAGNOSTIC SYSTEMS,Mainzer Landstr. 49,,60329,Frankfurt am Main,5122,51,"Apothekerware, Pharmazeutika, Drogen, Drogeriewaren, Kosmetikartikel",Wholesale Trade - Nondurable Goods,Wholesale & retail trade,14,Small 10 - 49,50.110591,8.6641766,Germany
