company_name,company_label,address,address_2,postcode,city,sic_4,sic_2,sic_industry_german,sic_industry_english,solon_av_industry,employees,employees_bracket,lat,lon
SARL S.P. HABITAT,SARL S.P. HABITAT,83 R DU FAUBOURG SAINT MARTIN,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8727847,2.3573385
C.R.M,C.R.M,38 RUE D ENGHIEN,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8723889,2.3493932
REPUBLIQUE,REPUBLIQUE,7 B RUE DECRES,,75014,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8329187,2.3150914
SARL FRANCILIENNE DE BATIMENT,SARL FRANCILIENNE DE BATIMENT,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
K-Z,K-Z,155 RUE DU FAUBOURG SAINT DENIS,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8787383,2.3563849
SARL B&D,SARL B&D,10 RUE D ARMAILLE,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8776523,2.2920863
.P.BAT,.P.BAT,1 RUE DE PARADIS,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8743634,2.3551101
PARIS BATIMENT,PARIS BATIMENT,25 BOULEVARD DE SEBASTOPOL,,75001,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8602308,2.3488507
UNION,UNION,8 R DU FAUBOURG POISSONNIERE,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8712913,2.3483042
B.G. DECOR,B.G. DECOR,103 BOULEVARD MACDONALD,,75019,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8982045,2.3845777
BATI,BATI,26 RUE DES RIGOLES,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
VALTAS & DAINIUS,VALTAS & DAINIUS,14 RUE DE LA CURE,,75016,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8240642,2.3722661
TECHNO AZ BAT,TECHNO AZ BAT,21 RUE DE FECAMP,,75012,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8353993,2.3988104
A.F.3M.,A.F.3M.,CHEZ STE ACTE,6 R DES FOSSES SAINT JACQUES,75005,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8458086,2.3436418
DINIBATI,DINIBATI,37 RUE DES EPINETTES,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8955914,2.3226506
PAVIA 118 130 PARIS 19,PAVIA 118 130 PARIS 19,118 AVENUE JEAN JAURES,,75171,Paris Cedex 19,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8860823,2.383577
S L C R,S L C R,4 B RUE ANTOINE BOURDELLE,,75015,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,11,#REF!,48.8433409,2.3198463
LES MAISONS D AUJOURD HUI,LES MAISONS D AUJOURD HUI,4 T AVENUE HOCHE,,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,11,#REF!,48.8776569,2.3034064
AQUARELLES ET RENOVATIONS,AQUARELLES ET RENOVATIONS,2 CITE AUBRY,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,12,#REF!,48.8567464,2.3956362
NYKIEL BAT,NYKIEL BAT,266 AVENUE DAUMESNIL,,75012,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,12,#REF!,48.8361097,2.4042742
SOC D'AMENA ET DE CONSTRU ELECTRI,SOC D'AMENA ET DE CONSTRU,4 AVENUE DE L OPERA,,75001,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,13,#REF!,48.8642132,2.3352904
SARL FRANCAISE DES CHAPES,SARL FRANCAISE DES CHAPES,45 RUE VIOLET,,75015,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,13,#REF!,48.8473096,2.2929001
E.R.C. NOGALO BATIMMO,E.R.C. NOGALO BATIMMO,93 QUAI DE VALMY,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,14,#REF!,48.8737509,2.3627165
SARL SIMAGOT,SARL SIMAGOT,102 BOULEVARD DAVOUT,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,15,#REF!,48.8577738,2.4101538
SOC ETUDE REALISATION GESTION CONSULT,SOC ETUDE REALISATION GESTION,35 RUE DE METZ,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8709635,2.3532953
GREMEL CONSTRUCTION,GREMEL CONSTRUCTION,23 RUE NOLLET,,75017,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8856891,2.3229937
COFAPI,COFAPI,22 RUE DE CONSTANTINOPLE,,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8805842,2.318951
ID 9,ID 9,142 RUE DE CLIGNANCOURT,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,17,#REF!,48.89522,2.3496954
BALLO SERVICES PLUS,BALLO SERVICES PLUS,111 AVENUE VICTOR HUGO,,75116,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,18,#REF!,48.8684277,2.2829504
SOCIETE MONTOIT,SOCIETE MONTOIT,67 RUE DE MIROMESNIL,,75008,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,18,#REF!,48.8768692,2.3154503
COMPAGNIE GENERALE DE CONSTRUCTION,COMPAGNIE GENERALE DE,19 AVENUE D ITALIE,,75013,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8289617,2.3564662
NEW PRO,NEW PRO,242 BOULEVARD VOLTAIRE,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8513345,2.3904048
G.B. DECOR,G.B. DECOR,4 CITE JOLY,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8622008,2.3833957
A G H,A G H,93 RUE DE MAUBEUGE,,75010,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8812057,2.3532387
CHRONO ETANCHEITE,CHRONO ETANCHEITE,38 RUE DE LA VICTOIRE,,75009,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8754965,2.3369049
BCR,BCR,26 RUE FEUTRIER,,75018,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8871267,2.3459624
SARL SEF,SARL SEF,127 RUE AMELOT,,75011,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,22,#REF!,48.8639987,2.3666469
NK DECO,NK DECO,19 RUE DES BALKANS,,75020,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,22,#REF!,48.8611114,2.4062457
ADO,ADO,40 RUE DES BLANCS MANTEAUX,,75004,Paris,1521,15,Allgem. Bauunternehmen - Einfamilienh_user,Building Cnstrctn - General Contractors & Operative Builders,Construction,31,#REF!,48.8598137,2.3548204
DEI,DEI,CHEZ MME WISSLER,14 AVENUE KLEBER,75116,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8716941,2.2930186
ALFA DEVELOPPEMENT,ALFA DEVELOPPEMENT,28 RUE DE CHABROL,,75010,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8770798,2.3529807
DEG SOLAREX,DEG SOLAREX,49 RUE DE PONTHIEU,,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8716438,2.3061108
APPROCHE BATIMENT ASS TECHNOLOGIES,APPROCHE BATIMENT ASS,64 B RUE DULONG,,75017,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8861558,2.3155187
SACOR,SACOR,31 BOULEVARD VOLTAIRE,,75011,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8648033,2.3688131
SOCIETE D'ENTRETIEN DU BATIMENT,SOCIETE D'ENTRETIEN DU,54 AVENUE PHILIPPE AUGUSTE,,75011,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8530559,2.3937629
MEKANO STYLE,MEKANO STYLE,16 RUE DE L ECHIQUIER,,75010,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8714231,2.3517419
SMIL,SMIL,18 RUE PRADIER,,75019,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8756557,2.3822161
SOCIETE RIBEIRO,SOCIETE RIBEIRO,IMMEUBLE D,128 RUE LA BOETIE,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8710406,2.305703
ONYX BAT,ONYX BAT,42 RUE DE CRIMEE,,75019,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8794641,2.3896692
BEMAP,BEMAP,26 RUE DE LA CHAPELLE,,75018,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8920897,2.3598512
CET,CET,148 RUE DE L UNIVERSITE,,75007,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8612133,2.3091975
A N F BAT,A N F BAT,58 AVENUE DE WAGRAM,,75017,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8790994,2.2993333
D.C.R,D.C.R,IMMEUBLE D 49 AU 51,49 RUE DE PONTHIEU,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8716438,2.3061108
SARL UNION BTP,SARL UNION BTP,10 RUE SAINT MARC,,75002,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8704851,2.3414878
HR CONSTRUCTION,HR CONSTRUCTION,9 IMPASSE CHARTIERE,,75005,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8482946,2.3461687
J.V.,J.V.,CHEZ SOFRADOM,19 AVENUE D ITALIE,75013,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8289617,2.3564662
EURL CHIRIAC,EURL CHIRIAC,195 AVENUE GAMBETTA,,75020,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8727262,2.4044974
SCPE CONSTRUC PERFORMANCE ECOLOGIE,SCPE CONSTRUC PERFORMANCE,35 RUE LANTIEZ,,75017,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.895518,2.3239436
RENOVATION LM,RENOVATION LM,138 BOULEVARD PEREIRE,,75017,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.883951,2.2947223
INTEGRAL,INTEGRAL,17 RUE DE L AQUEDUC,,75010,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8805075,2.3593154
RIAZ PEINTURE DECORATION,RIAZ PEINTURE DECORATION,25 RUE VILLIOT,,75012,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8417528,2.3753605
BATILLON,BATILLON,41 RUE MANIN,,75019,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.879812,2.3789166
BUDIMAT75,BUDIMAT75,30 BOULEVARD DE SEBASTOPOL,,75004,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8610801,2.3498573
GOLD 2000 GROUP FRANCE,GOLD 2000 GROUP FRANCE,3 RUE BALZAC,,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8733974,2.3002361
E.G.S.T,E.G.S.T,32 RUE DE PENTHIEVRE,,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8726381,2.3137073
SARL ETS OZSARI,SARL ETS OZSARI,26 RUE DES RIGOLES,,75020,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,10,#REF!,48.8720606,2.3935672
E R BATIMENTS,E R BATIMENTS,11 RUE DES REGLISES,,75020,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,12,#REF!,48.8548304,2.409923
NOUVELLE CONSTRUCTION DECORATION 51,NOUVELLE CONSTRUCTION,19 AVENUE D ITALIE,,75013,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,13,#REF!,48.8289617,2.3564662
DECOBAT,DECOBAT,67 RUE ORFILA,,75020,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,14,#REF!,48.8676069,2.3989062
THALASSOTHERAPIE MEDITERRANEE,THALASSOTHERAPIE MEDITERRANEE,25 B BOULEVARD LANNES,,75116,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8675758,2.2727818
SOCIETE ALVES,SOCIETE ALVES,26 RUE GEORGE SAND,,75016,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8502474,2.2681317
WAKELL,WAKELL,30 RUE BONAPARTE,,75006,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,16,#REF!,48.8554263,2.3338419
BATIMAX,BATIMAX,231 RUE SAINT HONORE,,75001,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,19,#REF!,48.8661114,2.3290928
SAINT-EMPIRE,SAINT-EMPIRE,78 AVENUE RAYMOND POINCARE,,75116,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,20,#REF!,48.8690015,2.285689
KIRENOV,KIRENOV,74 RUE MYRHA,,75018,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,22,#REF!,48.886752,2.349519
BACOTRA,BACOTRA,183 AU 189,183 AVENUE DE CHOISY,75013,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,25,#REF!,48.8291106,2.3575732
PGD BATIMENT,PGD BATIMENT,1 RUE DE STOCKHOLM,,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,27,#REF!,48.877058,2.322853
NOUVELLE ENTREPRISE DE CONSTRUCTION,NOUVELLE ENTREPRISE DE,35 QUAI D ANJOU,,75004,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,29,#REF!,48.8518804,2.3574978
PROVINI ENTREPRISE GENERALE,PROVINI ENTREPRISE GENERALE,76 RUE DE WATTIGNIES,,75012,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,29,#REF!,48.8347696,2.3993078
SOCIETE NOUVELLE CARO-LUX,SOCIETE NOUVELLE CARO-LUX,7 CITE RIVERIN,,75010,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,30,#REF!,48.8704077,2.3582691
AR-MEN,AR-MEN,30 RUE DES 3 FRERES,,75018,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,35,#REF!,48.8850401,2.3406049
EDILE CONSTRUCTION,EDILE CONSTRUCTION,11 BOULEVARD BRUNE,,75014,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,38,#REF!,48.8277135,2.3061505
SOCIETE NOUVELLE BRIANT,SOCIETE NOUVELLE BRIANT,2 RUE DU COLONEL DRIANT,,75001,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,39,#REF!,48.8632487,2.3414356
L-URBANISME ET LE BATIMENT,L-URBANISME ET LE BATIMENT,CHEZ SOFRADOM,67 RUE SAINT JACQUES,75005,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,39,#REF!,48.8500937,2.3452632
BESIX,BESIX,47 AVENUE GEORGE V,,75008,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,40,#REF!,48.870742,2.300702
EIFFAGE CONSTRUCTION GRANDS PROJETS,EIFFAGE CONSTRUCTION GRANDS,131 AU 133,131 AVENUE DE CHOISY,75013,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,278,#REF!,48.8266783,2.3593377
PARIS-OUEST CONSTRUCTION,PARIS-OUEST CONSTRUCTION,78 BOULEVARD SAINT MARCEL,,75005,Paris,1522,15,"Allgem. Bauunternehmen - Wohnbauten, au_er Einfamilienh_user",Building Cnstrctn - General Contractors & Operative Builders,Construction,296,#REF!,48.8374761,2.3533733
ORION,ORION,CHEZ ABC LIV,23 RUE DU DEPART,75014,Paris,1611,16,"Autobahn- u. Stra_enbau, au_er Stra_enhochbauten","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8420918,2.3239225
SOCIETE AUXILIAIRE DE TRAVAUX PUBLICS,SOCIETE AUXILIAIRE DE TRAVAUX,157 AU 159,157 R DU FAUBOURG SAINT HONORE,75008,Paris,1611,16,"Autobahn- u. Stra_enbau, au_er Stra_enhochbauten","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,98,#REF!,48.8744278,2.3067422
GROUPE HELIOS,GROUPE HELIOS,7 RUE DU DOCTEUR LANCEREAUX,,75008,Paris,1611,16,"Autobahn- u. Stra_enbau, au_er Stra_enhochbauten","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,255,#REF!,48.876269,2.3117502
BELLE FRANCE ET BEAUX ARTS,BELLE FRANCE ET BEAUX ARTS,23 BOULEVARD MURAT,,75016,Paris,1622,16,"Brôcken-, Tunnel- u. Stra_enhochbau","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,12,#REF!,48.8457396,2.2579933
MATIERE,MATIERE,1 PLACE D IENA,,75116,Paris,1622,16,"Brôcken-, Tunnel- u. Stra_enhochbau","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,409,#REF!,48.8643714,2.2944991
SADE CGTH,SADE CGTH,23 AVENUE DU DOCTEUR LANNELONGUE,,75014,Paris,1623,16,"Wasserbau, Abwasseranlagen, Leitungsbau, Fernmelde- u. Êberlandleitungen","Heavy Cnstrctn, Except Building Construction - Contractors",Construction,4561,#REF!,48.8183199,2.3324505
TRAMESOL,TRAMESOL,91 RUE DU FAUBOURG SAINT HONORE,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8717524,2.3130014
VBS,VBS,221 RUE LA FAYETTE,,75010,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8815838,2.3652611
RANI,RANI,16 RUE SAINT MARC,,75002,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8704815,2.3404113
MLP-TP,MLP-TP,116 RUE DE CHARENTON,,75012,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8467778,2.3784406
SERBAT,SERBAT,28 RUE DE CHABROL,,75010,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8770798,2.3529807
SODEC,SODEC,36 RUE BRUNEL,,75017,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8784666,2.2882413
INFRA LOC,INFRA LOC,17 RUE PLUMET,,75015,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8389915,2.307835
COLLECTIF DES ENTREPRENEURS INDEPENDAN,COLLECTIF DES ENTREPRENEURS,CHEZ LIVE,20 RUE GODEFROY CAVAIGNAC,75011,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8551454,2.3813885
DOSTUM,DOSTUM,32 BOULEVARD DE STRASBOURG,,75010,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8719107,2.3560323
TP NET,TP NET,26 RUE DES RIGOLES,,75020,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8720606,2.3935672
SOCIETE TRAVAUX MODERNES CONSTRUCTIONS,SOCIETE TRAVAUX MODERNES,127 RUE AMELOT,,75011,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,10,#REF!,48.8639987,2.3666469
INTER TP SARL,INTER TP SARL,116 RUE DE CHARENTON,,75012,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,11,#REF!,48.8467778,2.3784406
APMT,APMT,CHEZ ABC LIV,103 BOULEVARD MACDONALD,75019,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,12,#REF!,48.8982045,2.3845777
DENYS,DENYS,17 SQUARE EDOUARD VII,,75009,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,13,#REF!,48.8710611,2.3287556
DEVELOPPE EQUIPE SERVICE SODES,DEVELOPPE EQUIPE SERVICE SODES,41 AVENUE MONTAIGNE,,75008,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,14,#REF!,48.8673676,2.3063244
SCI FONCIERE AGRICOLE DE MAROLLES,SCI FONCIERE AGRICOLE DE,22 AVENUE DE L OPERA,,75001,Paris,1629,16,Sonstige Schwerkonstruktionen,"Heavy Cnstrctn, Except Building Construction - Contractors",Construction,16,#REF!,48.8661424,2.334439
