provider,postcode,city,address,verizon_nodename,lat,lon
Verizon,31300,TOULOUSE,316 ROUTE DE BAYONNE,TOULOUSE (TOU) (FRA258),43.6119056,1.3726646
Verizon,31500,TOULOUSE,32 RUE DE LA CARAVELLE,TOULOUSE (TOU) (FRA258),43.6169153,1.4624226
Verizon,6560,VALBONNE,22-29 ROUTE DES CRETES,MARSEILLES (MRS1) (MARS),43.6211127,7.0351717
Verizon,78140,VELIZY-VILLACOUBLAY,1 RUE DU PETIT CLAMART,PARIS PA4 (FRA001T1),48.7821274,2.2259692
Verizon,78140,VELIZY-VILLACOUBLAY,10 RUE MARCEL DASSAULT,PARIS PA4 (FRA001T1),48.7862582,2.2110596
Verizon,78140,VELIZY-VILLACOUBLAY,11 AVENUE MORANE SAULNIER,PARIS PA4 (FRA001T1),48.7823616,2.2102525
Verizon,78140,VELIZY-VILLACOUBLAY,13 AVENUE MORANE SAULNIER,PARIS PA4 (FRA001T1),48.7830697,2.2114149
Verizon,78140,VELIZY-VILLACOUBLAY,20 RUE GRANGE DAME ROSE,PARIS PA4 (FRA001T1),48.7854283,2.2075056
Verizon,78140,VELIZY-VILLACOUBLAY,2 RUE GRANGE DAME ROSE,PARIS PA4 (FRA001T1),48.7803181,2.2039661
Verizon,78140,VELIZY-VILLACOUBLAY,6 RUE NIEUPORT,PARIS PA4 (FRA001T1),48.7824136,2.2087822
Verizon,78140,VELIZY-VILLACOUBLAY,8 RUE GRANGE DAME ROSE,PARIS PA4 (FRA001T1),48.7810436,2.2049276
Verizon,78140,VELIZY-VILLACOUBLAY,"CRYSTALYS, 6 AVENUE MORANE SAULNIER",PARIS PA4 (FRA001T1),48.7818235,2.2110253
Verizon,69200,VENISSIEUX,6-8 RUE GEORGES MARRANE,LYON (LYON),45.7229263,4.8629042
Verizon,59650,VILLENEUVE D ASCQ,13 RUE DENIS PAPIN,LILLE (FRL02M1),50.6472662,3.128616
Verizon,69100,VILLEURBANNE,3 RUE PASCAL,LYON (LYON),45.7617106,4.8761241
Verizon,94300,VINCENNES,64BIS AVENUE AUBERT,PARIS PA4 (FRA001T1),48.8477245,2.4280752
